userName,content,score,thumbsUpCount,at
Rohmat soleh,Tokopedia memang oke banget... puas belanja di Tokopedia.... semoga ke depannya tetap bagus..Top....,5,0,2025-05-19 19:37:39
Joko Ariadi,Bagus banget,5,0,2025-05-19 19:05:58
DON Berdjibaku,terbaik,5,0,2025-05-19 19:02:19
Haji Nusu,kenapa chat tidak bisa dihapus dan apa sekarang Tokopedia ada masalah dengan chat di aplikasi tidak bisa dihapus,3,0,2025-05-19 19:01:33
Harry Hen,"SEJAK UPDATE TAMPILAN BARU, PEMBAYARAN TIDAK BISA SPLIT GOPAY + METODE LAIN 😡😡😡",1,0,2025-05-19 18:49:42
MBAK IM,"Terimakasih tokped, sangat membantu sekali :)))",5,0,2025-05-19 18:46:17
Iwan Al,order barang baru di kirim hari ke 4 nya sampe rumah 2-3 hari total mau seminggu baru sampe rumah 😴,1,0,2025-05-19 18:46:10
Manto POPULER,TOLONG DONG ADMIN TOKOPEDIA. SECEPATNYA MENGATASI PIHAK KOMPLAIN. SUDAH MELEBIHI BATAS 2 HARI MENUNGGU KEPUTUSAN DARI ADMIN TOKOPEDIA. SEKARANG UDAH HAMPIR SEMINGGU BELUM ADA KEPUTUSAN DARI ADMIN. SAYA RUGI WAKTU DAN RUGI UANG 2JUTA LEBIH ITU ADMIN. TOLONG DONG SECEPATNYA MENGATASI KOMPLAIN KEPADA SI PENJUAL PENIPU.,1,0,2025-05-19 18:44:54
Johan Sutikno,ok,5,0,2025-05-19 18:43:54
Mitrosuroso Suroso,mantapa,5,0,2025-05-19 18:42:31
Enzo todox,ongkir parah bangat 😭,1,0,2025-05-19 18:31:14
HUMAIDI AQLI,Buat perbandingan harga,5,0,2025-05-19 18:30:54
Kayla azka ahas,paling realpic selam ini blm pernah kecewa di toped,5,0,2025-05-19 18:30:46
Egi Lapang,Proses return barang prosesnya SANGAT LAMA. ini saya udah hampir 10 hari blm kelar juga hadeuh,1,0,2025-05-19 18:30:41
Alam Xd,karena aku rate 5 bagus lengkap semuaa,5,0,2025-05-19 18:28:55
Iwan Suwandi,ga pake ribet,5,0,2025-05-19 18:24:35
Fandi Ahmad,penjual dipersulit sejak gabung tiktok😭,1,0,2025-05-19 18:23:52
Arindi Dewi,"unistal aja ,,gak guna ada paylater pun tidak bisa di gunakan ....",1,0,2025-05-19 18:06:46
Lord Ahmad Subrani,kebanyakan download fitur,1,0,2025-05-19 17:46:19
ABANG ICHAN HIKSAN,nice,1,0,2025-05-19 17:40:46
udinnn,bagus cuma kurang update untuk masalah pelacakan di perjalanan,4,0,2025-05-19 17:22:54
Kaharuddin Dongoran,"Mohon dievaluasi lagi tokonya saya kena tipu, saya beli minyak goreng yang datang malah casing hp, sampe sekarang belum ada pengembalian dana nya, barang saya udah kembalikan kepada penjual",5,0,2025-05-19 17:19:11
Muhamad Rizki,semenjak gabung sama tiktok pelit ongkir padahal enak jam 2023an,1,0,2025-05-19 17:11:54
56_Malikul Fauzi_014,Ini beneran gratis ongkir dibatasin? ckp tw dah,1,0,2025-05-19 16:52:13
zea alzan,"Pengiriman pake anter aja,parah banget,cekout pake pengiriman sameday,5 hari baru sampai.mending hapus aja tuh anter aja",1,0,2025-05-19 16:30:28
EDI EDIZONT,"saya sangat puas akan aplikasi berbelanja online in terutama bagian lokasi,tapi saya ingin mengajukan komplain akan fitur *SHAKE* sangat mengganggu😤,saya ingin meminta untuk di hapus/hilangkan.terimakasih",5,1,2025-05-19 16:18:48
Anugrah,keren,4,0,2025-05-19 16:16:48
Febby Febriana,"makin sangat jelek pelayanan nya, saldo refund woy ngga diproses proses !!!",1,2,2025-05-19 15:51:20
Muhammad Yasin Azhari,ni akun makin hari makin tak jelas,1,1,2025-05-19 15:43:51
Febrian Saputra,godd,5,0,2025-05-19 15:41:44
Intan Roesita,iklan mengganggu setiap membuka aplikasi lainnya,1,0,2025-05-19 15:16:07
Supriyanto Silaban,oke,5,0,2025-05-19 15:15:53
santo susanto,belanja di shopee aja kalau toko pedia masih bingung,5,0,2025-05-19 15:07:34
Mr_Slow Gaming,fitur beli tiket pesawat kenapa di hilang kan,2,0,2025-05-19 15:06:48
Muhammad Takbir,kembangkan lagi.,4,0,2025-05-19 15:04:57
Muhammad Yusuf Agung Dwi Hutama,recommended,5,0,2025-05-19 15:03:19
ahmad bin abee,"beban biaya pengembalian barang di beban kan ke pembeli, udah jelas barang yang di terima gak sesuai, rugi 2X nyesel belanja di sinii",1,1,2025-05-19 14:56:22
Muh Zulkarnain,mantappp membantu sekali,5,0,2025-05-19 14:54:26
Daffa Daffa,"Tokopedia sudah bagus...... kalau bisa J&T jangan jadi recom......soalnya lelet sekali kerjanya.paket saya aja sudah 3 hari tidak gerak""",5,0,2025-05-19 14:47:23
Doi Doi,Ok,4,0,2025-05-19 14:30:31
Satria Wisanggeni Nugraha,bangkrut ya,1,0,2025-05-19 14:25:25
Minarjo Ilyasa,"hati hati berjualan disini. dana sering tertahan, respon chat cs sangat lama, bahkan tidak direspon. mending jualan di shopee atau marketplace lain saja. gak percaya? coba aja.",1,0,2025-05-19 14:23:38
Ronal Efrando Tarigan,mempersulit buat seller,1,0,2025-05-19 14:13:11
Dhani Dhani,jangan ada yang beli disini aplikasi penipuan ini gua aja kena,1,0,2025-05-19 13:41:37
The MK,banyak error dibagian beberapa halaman karna protokol error. Seperti Halaman Web Tidak Tersedia,1,0,2025-05-19 13:38:42
Agus Sofyan,"Mantap, praktis dan simpel",4,0,2025-05-19 13:36:15
kansasfoto multimedia,makasih,5,0,2025-05-19 13:27:50
Ica Mustika sari,sangat bagus sekali,5,0,2025-05-19 13:25:02
Mohammad Firza,"maaf semenjak gabung tiktok, tokopedia merugikan penjual secara materi, waktu dan kebijakan",1,0,2025-05-19 13:21:06
Dens Fata,sudah enak di toped dipaksa ke tiktok shop,1,0,2025-05-19 13:12:07
Tiara Apmiyanti,"Belanja di toko pedia ini kurang memuaskan menurut pribadi saya. Alasannya, pertama ongkos kirim nya mahal dan ekspedisi yang di sediakan kurang bagus, bahkan saya pribadi pernah berbelanja di toko pedia ini dengan ekspedisi yang menurut saya sangat tidak bertanggung jawab, sebab untuk pertama kalinya saya berbelanja di toko pedia paket yang di kirim sudah di bongkar dan di curi barangnya, kedua jika ada kendala pemesanan pihak admin toko pedia kurang responsif untuk penanganan. ada banyak lagi.",2,0,2025-05-19 13:10:32
Ahmad Jaffar,"harga memang murah, tapi banyak toko yg tidak memproses pesanan, pengiriman juga paling lama di banding onlen shop lain nya😪",3,0,2025-05-19 13:00:08
RevanDikaSaputra,sejak gabung sama tiktokshop pelit ongkir sama promo banget,1,0,2025-05-19 12:41:26
Anita Ingrid Soerahman,"Knp pengajuan pembatalan pesanan harus ada persetujuan dr penjual dn hrs menunggu ckp lama. Tdk spt La****, Pembatalannya sgt cepat... Hadeehhh....",2,0,2025-05-19 12:20:25
Riko Syahmurai,oi gimana ini apk lo jelek amat dah koh bisa bisa gk pesen barang narik saldo sendiri lewat e wallet dah,1,1,2025-05-19 12:03:01
Yofi SAHAM,Ko sekarang rebet yaa aplikasi jualannya.,5,0,2025-05-19 11:57:42
Danang Kuncoro,"toko online sejuta umat, Indonesia, terimakasih",5,0,2025-05-19 11:53:22
Agung Jack,"setiap tekan tombol back selalu otomatis kembali ke halaman paling atas, sangat tidak nyaman",3,0,2025-05-19 11:32:51
#d1208d 19,mantap sih toko pedia 🔥🔥💯,5,0,2025-05-19 11:28:29
Difka Hlw,Aplikasinya sangat membantu,5,0,2025-05-19 11:24:38
Adelia Aqeela,"Terkadang beberapa tombol gak bisa bekerja dengan baik, sudah berkali-kali saya pencet tombol laporkan, atau ""tidak ingin melihat produk"" ke produk yang saya anggap kurang bagus. Bukannya bekerja dengan baik, justru produk yang saya berkali-kali laporkan malah muncul terus di beranda saya. Percuma rasanya 10 kali sampai 100 kali saya laporkan, tapi produk yang semacam begitu dan produk YANG SAMA tetap muncul.",1,4,2025-05-19 11:15:24
Yogi jack Hendrik,semoga Toko Pedia bs berkerja sama dlm segala hal termasuk memberi sangsi kepada Toko online yg tdk Profesional dlm berbisnis & pelayanan nya...tq yaa,5,0,2025-05-19 11:15:08
Ulie Rachman,"Ga akn maju aplikasi anak negri klo sistem kalian blm di perbaiki. cust komplain krn Pengiriman lewat dr jadwal, komplain ke toko di lempar ke cargo. komplain ke CS tokped suruh tunggu 2x24 jam. hallooooo!!!! cust CO barang krn butuh, klo lewat ber hari2 trs buat apa pesen brg?!?!? pantas aja org lbh pilih blanja online di ecomerce lain, Spt ini Kalian terhadap komplain cust. KECEWA !!!!!!",1,0,2025-05-19 11:12:42
Athifa Eka Yuhanda,ga bisa aktifkan gopay min piye tooh,3,0,2025-05-19 11:12:26
Rangga Akhdantama,kelas kink,5,0,2025-05-19 11:11:38
Karna Zakaria,mantap 👍,5,0,2025-05-19 11:03:31
Nurbaya Sanre Neba,"""Tokopedia""is the best.",5,0,2025-05-19 10:47:22
Ferry Wafandi,"metode bayar tidak dapat dilihat semua, sehingga tidak dapat memilih saldo tokopedia. Padahal cukup untuk belanja",5,0,2025-05-19 10:46:26
andoni gracia,mantabs,5,0,2025-05-19 10:42:41
Sepian JKT drw,kepada pihak toko pedia saya ingin komplain terhadap penarikan yang di tahan karena tidak ada pencarian,1,0,2025-05-19 10:41:26
Akon Liu,tokopedia sekarang ongkirnya mahal,5,0,2025-05-19 10:15:31
HERI SUPANDI,sangat bagus,5,0,2025-05-19 10:07:11
Mufii Design,"Aplikasi ini nggk jelas untuk Pengecekan pengiriman. Pembeli nggk tau nyampai kota mana pesanan. Hanya di info nyampai Gudang, proses di gudang, dikirim dari Gudang. Privasi banget! Orang nggk boleh tau nyampai mana. Beda sama aplikasi sebelah..",1,0,2025-05-19 10:06:58
Hermawan Yubiliandy,semoga awet,5,0,2025-05-19 09:58:41
Andri Vermulen,voucher pengguna baru tidak bisa dipakai,1,0,2025-05-19 09:44:06
ed cristo,"saya mengajukan kredit kenapa ga pernah di acc ya, padahal berharap banget bisa di acc, bisa buat cicilan, aplikasi di sebelah juga sama ga acc, kenapa ya, apa karena track record nya jelek",2,0,2025-05-19 09:20:48
Rawk Sounds,"wew udah ora ada gratis ongkir 😥, balik lagi dah ke oren siap2 sepi lu toped 😆",1,0,2025-05-19 08:31:13
ankhalchie,lamot parah,1,0,2025-05-19 08:24:38
Franky Repi,Bagus.,5,0,2025-05-19 07:36:47
Hafizh Dannur Hafshah,Pada menu metode pengiriman tidak ditampilan nama kurirnya. Hanya metode pengiriman standard (tidak gratis ongkir) yang bisa menampilkan opsi kurirnya. Hal tersebut membuat pembeli tidak tau kurir apa yang akan dipakai! Padahal ada kurir yang harus dihindari seperti JNE! Dan ternyata kurir yg dipakai penjual adalah JNE. Tolong ya Tokopedia perbaiki komplain yang saya sampaikan ini.,1,23,2025-05-19 07:05:13
Zulfi13,karna iklan kobo bro😎,5,0,2025-05-19 06:53:40
Benny Chandra,aplikasi Tokopedia selalu close di Poco C75 sepertinya ada bug untuk POCO C75,5,0,2025-05-19 06:50:38
Vom F,"Aplikasi Gak Jelas! mau pesan aja susah banget, selalu muncul ""Ada gangguan di rumah toped"" niat buat aplikasi gak sih? sampah sih asli najis auto uninstall jauh banget dibanding Shopee",1,0,2025-05-19 06:27:39
Nazar Sitorus,"payah sekarang tokped,, buka aplikasi,mencari sesuatu aja susah terbuka, gak jelas sekarang",1,0,2025-05-19 06:11:56
Heru JP,kenapa sekarang sudah tidak ada lagi voucher belanja? padahal dulu setiap hari pasti dapet voucher. maap saya hanya beri 2 bintang saja,2,0,2025-05-19 06:03:36
Akhmad Fiani,mantap banget,5,0,2025-05-19 04:59:20
Jhalil Shafiq,mantap,5,0,2025-05-19 04:28:40
Saki,sudah menjadi ampas semenjak gabung tiktok,1,0,2025-05-19 04:01:32
Cee Monkkk,makin kesini makin payah untuk kurir rekomendasi sekarang kebanyakan di oper2 jadi memperlambat pesanan untuk sampai.,4,32,2025-05-19 03:18:13
BotzZ,enga bisa di buka,2,0,2025-05-19 02:57:40
Rudi Hartono,okkkkk,5,0,2025-05-19 02:40:31
Rengga Gilang,yang jualan banyak yang gak jelas invoicenya juga eror . gak bisa di lihat sepeda hp dll 🤦 habis kena hp refurbis .ini 😭😭,1,0,2025-05-19 02:06:41
ady tri prastowo,Tokopedia makin kesini makin parah klaim pengembalian dana dari tgl 10 sampai tgl 19 tak kunjung di beresin sudah hub cs sampai komplain di tutup otomatis yg ada tiap kali di tanya nambah waktu invesigasi 2hari dan begitu terus sampai nasib Tokopedia seperti buka lapak,1,1,2025-05-19 01:45:46
Rudi FM,good marketplace,5,0,2025-05-19 00:54:21
Dandi Taufiq Kurohman,"tokopedia skrng kikir gak kayak dlu suka bnyk voucher diskon, semenjak udh dpt member emas udh gk ada tuh diskon gede""an, kayak emng sengaja bgt, kirain kalau udh naik peringkat dskon juga mkin bnyak tauny enggak, kecewa sma tokped skrng. (gk ush nyuruh"" chat tokopedia care, karna itu percuma nggk bkln gw cht, nggk mungkin jga setlah komplai bkln dpt diskon kek dlu)",1,0,2025-05-19 00:47:50
Moch Djoenaydi Moch Djoenaydi,good job,5,0,2025-05-19 00:34:31
Daeng Patu,biadab,1,0,2025-05-19 00:09:19
Iqbal Pratama,"apk rusak,benerin tuh sistem nya.gw mau verifikasi gagal mulu dngo",1,0,2025-05-18 23:57:45
Wafi Raja,memudahkan belanjanya cukup dari rumah,5,0,2025-05-18 23:39:42
Ahmad Adiarizky,mantab sangat memudahkan masyarakat umum terimakasih Tokopedia,5,0,2025-05-18 23:30:51
banderas wirabumi sunyoto,"mencuri uang pembeli, pusat resolusi tidak membalas sama sekali aplikasi penipu.",1,0,2025-05-18 23:16:14
Ahmad Sodikin,"Tokopedia mohon kontrol seler seler yg suka menipu, pesan lain AC Reiwa dah bayar yg datang casing HP, seller dari pd, senen,dh banyak ulasan tertipu, nanti Tokopedia juga yang buruk citranya, makin banyak korban 378",1,0,2025-05-18 23:07:37
Jihan Nadia,nggk bgt belanja disini.kurirnya terutama jne. banyak alasan gamau nganterin paket. gabisa komplain lagi. hampir sebulan paket gak di anterin... mending di toko oren. pokoknya jgn pakek jne dan Tokopedia. kurir jne pada males nganterin paket banyak alasan. paket di hilangkan oleh kurir jne. tulisannya paket di terima padahal paketnya nggk pernah di kirim,1,2,2025-05-18 23:07:10
bungbulang dadan,intal perdana yoba Tokopedia mudah mudahan bayak pocer yah,5,0,2025-05-18 22:40:14
Villa Rukviawan,Semakin bagus Tokopedia...Pertahankan ya Selalu beli online di Tokopedia,5,0,2025-05-18 22:36:52
Ochid,"lama d pake makin gk jelas ya, mana gartis ongkir dan voucher gk ada. tutup ajalah aplikasinya..",1,14,2025-05-18 22:23:33
Cipta Sarana Empati,"oke, mudah dan cepat prosesnya",5,0,2025-05-18 22:20:33
Kusmana Kesuma,belanja mudah,5,0,2025-05-18 21:51:56
Tom Sky,lumayan,4,0,2025-05-18 21:35:31
Ahmat Nizami,mengecewakan,1,0,2025-05-18 21:12:45
Maman Suherman,top dah,5,0,2025-05-18 21:10:42
Sariningsih Sariningsih,Susah sekali menghubungi CS TOKOPEDIA saya tungguin lama banget sedangkan CS kalo saya ga gercep langsung di tutup dan cuma ngasih tutorial yang jelas2 saya sudah coba puluhan kali dan ga bisa makanya menghubungi CS juga karena saya perlu bantuan. tim Pluang menyarankan saya untuk menghubungi Tokopedia karena akun saya tidak bisa di pindahkan.,1,4,2025-05-18 21:00:55
zaffran fariq,okelah...,3,0,2025-05-18 20:35:12
satria arumi,sngat membantu sekali,4,0,2025-05-18 19:42:45
Ririn354 rahayu,Mantappppppp,5,0,2025-05-18 19:25:28
Bany Ramadhan,diskon mantap,5,0,2025-05-18 19:20:17
Oten “Oten” We,tgl 17 mei 2025 jam 1 siang saya kehilangan uang dan uang saya masuk ke Tokopedia sebesar 461 RB pdhl saya tidak merasa transfer ke Situ sungguh biadab nyuri uang saya,1,0,2025-05-18 19:15:40
Ahmad Mus,Terimakasih semoga bermanfaat,5,0,2025-05-18 19:04:10
Children Channel,Tokopedia itu sebetulnya aplikasi bagus buat belanja online. tapi harga barangnya kebanyakan lebih mahal dari shopee dan jarang sekali memberikan bebas ongkir. tapi biaya aplikasi lebih murah dari shopee.,5,0,2025-05-18 19:00:40
lisyanah lilis,Aku suka,5,0,2025-05-18 18:50:37
Mulyono Adi,manteb,4,0,2025-05-18 18:47:42
Chrison 27,bujangg buat android aja susahh,1,1,2025-05-18 18:47:15
Azli Permana,kecewa,1,1,2025-05-18 18:43:39
Nubi Nubay,puas,5,0,2025-05-18 18:42:04
Kang Mus Tv,aplikasi idiot sekarang login ya ribet disuruh bikin kata sandi verikasi keamanan udah bener kode otp gak masuk masuk giliran 3 kali di jeda lama mending gk usah dowlod.,1,1,2025-05-18 18:39:56
dr ismail zamzam,bintang 5,5,0,2025-05-18 18:39:12
Muhammad Arizona Adi putra,sangat membantu sekali pas mau nyari barang,5,0,2025-05-18 18:26:52
wijanarko wijanarko,ubah nomer telpon kok susah banget. terutama foto wajah dan KTP bersamaan. ...,3,0,2025-05-18 18:22:40
Noviandi Payung Mulia Tambunan,"Layanan dan produk bagus, harga cantik",5,0,2025-05-18 18:20:35
Tri syarief Hidayat,beratt aplikasinya updte2 terus gak smakin enteng. malah semakin berat,1,1,2025-05-18 18:19:33
Wahyu Nugroho,"buset kerja sama dengan logistic yang SUPER LEMOT, SUPER MISS ROUTE, dan SUPER TUKANG HILANGIN PAKET yaitu J&T... kocak u CEO tokped skrng, ga liat2 dlu klo mau kerja sama dengan logistic tidak liat ranting dan pengalaman menghandle logistic",1,1,2025-05-18 17:44:23
Theo Christiando,mantap,5,0,2025-05-18 17:41:58
Bismi m. Amanu,"kepada pembaca review ini, kepada teman teman semua, jangan pernah berfikiran akan menyenangkan jual barang"" bekas anda di marketplace satu ini, saat barang diterima oleh pembeli anda disruh menunggu hingga 6 hari (yang artinya dalam 6 hari jika sialnya mendapatkan buyer nakal, entah nasib apa barang kita, lalu mereka refund), belum lagi saat uang masuk mereka senang sekali menahan nahan dengan berbagai alasan, CS slow respond, benar benar aplikasi rusak.",1,3,2025-05-18 17:24:47
Naya Dwi,kodenya tidak masuk!!!!!!!!!!!,1,1,2025-05-18 17:18:19
Muhammad Rizal,"sangat mengecewakan saja sih untuk apk ini,, saya sudah mengajukan komplain soal barang yang sudah saya pesan akan tetapi ada masalah dengan barang yang sudah saya pesan ketika saya mengajukan komplain dan lainnya sudah selesai tapi untuk proses pick up barang yang ingin saya kembalikan belum di proses sampai sekarang sudah 5 hari kurir nya belum datang juga,, sebenarnya untuk kurir pengambilan barang itu di atur oleh pihak aplikasi kah atau penjual jika dari pihak aplikasi brarti parah banget",1,35,2025-05-18 17:16:52
Al Maysya05,"ok,,",5,0,2025-05-18 17:12:17
Juli 07,good,4,0,2025-05-18 16:35:45
Anggri Murtia,si ijo ini sahabat blanja onlen saya sejak 2011..start up pertama yg saya pakai dan masih saya percaya smp sekarang...ya ngga tau ya kompetitor2nya luar bisa main banting harga dan promo2 dan toko2 online live nya juga terkadang menggoda yang disebelah..whatever tokopedia selalu dihati saya.selalu dihati karena klo sya bawel sm komplenan masih tokopedia juaranya..yang care sm perasaan konsumen saat komplen.semoga bs lbihbaik dan bertahan dg mnerima masukan konsumen2 bisa bangkit kembali❤️❤️❤️❤️❤,5,3,2025-05-18 16:29:07
Mo mon,"makin lama makin jelek. baru klik barang, eh gak nongol-nongol. gmn org mau belanja? tokopedia makin parah",1,2,2025-05-18 16:26:41
Anva Servis,iklan meresahkan,1,1,2025-05-18 16:10:00
Kosim Jose,baik,5,0,2025-05-18 15:56:55
DAUR Ulang,mantep banget pake toko pedia,5,0,2025-05-18 15:16:10
Mahendra Susetya,"pesanan udah sampai tapi tidak ada isinya sudah komplen harus menunggu admin Tokopedia 2×24 jam sudah melebihi waktu yang di tentukan tidak ada kelanjutan saya hanya minta dana refund saya cair, sangat buruk pusat resolusi saya merasa di rugikan kalo seperti ini",1,3,2025-05-18 15:15:12
Abidzar Baihaqi,"sering mendapatkan diskon,banyak barang yg di jual",5,0,2025-05-18 15:02:00
Yadi Walyadi,mantap,5,0,2025-05-18 15:00:16
Dede Muhari,Untuk Belanja Online Selalu gunakan Tokped.😃,5,0,2025-05-18 14:49:04
Al Ghifari,"kualitas pelayan sangat buruk, proses komplain estimasi tertera di aplikasi 2 hari, tapi kenyataan sampe 14 hari kerja proses komplain masih belum di putuskan, padahal semua bukti sudah di lampirkan",1,1,2025-05-18 14:48:10
Irmhank Daeng Jaya,pesanan gk sampai-sampai sudah hampir 1bulan woi...,1,1,2025-05-18 14:37:50
Sih Gingsul,aplikasi tolol gak bisa cod mintak tolong perbaikilah,1,1,2025-05-18 14:20:00
Eric Desada,Mulai tembakau. Kertas linting. Alat linting susah lewat aplikasi. Dan sekarang toko pedia tidak tersedia fitur beli tiket. Semua tiket tidak ada. Padahal saya sering beli. Tokopedia seperti nya segera menyusul BL,3,28,2025-05-18 14:10:46
Benz Dz,mantapp,5,0,2025-05-18 13:44:56
Exo Al bukati,Tokopedia menjadi pilihan utama untuk berbelanja Online. Produk yang sangat berkualitas dan Pengirimannya cepat.,5,0,2025-05-18 13:44:23
Cak Bas,nice,5,0,2025-05-18 13:36:31
Adhyputrane Lanang,"allhamdulilah Ahir nya gopay later sudah bisa berguna lagi, semoga lancar setrus nyaa..",5,0,2025-05-18 13:23:42
Gak Roh,Tertulis minimal android 5.0 tapi setelah di download tidak dapat di install,1,1,2025-05-18 13:10:48
Ballace Heizo,"tidak ada CS untuk di chat, bagaimana bisa buat menyampaikan keluhan? pihak buyer dirugikan oleh aplikasi.",1,1,2025-05-18 12:57:53
Dini Alsafitri,banyak iklannya,1,1,2025-05-18 12:54:03
amen doang,"Haloo Tokopedia kenapa aplikasinya sekarang jadi berat kalau buka dr Handphone, Saya jadi jarang blanja disini krena kalau buka dari HP sering not responding toko sebelah ringan jaya, jadi betah liat liat disebalah tolong diperbaiki yah.",3,2,2025-05-18 12:52:32
asril siregar,"Bagus... Tolong untuk kurir supaya lebih rajin updatenya, kayaknya makin lama kok makin turun kualitas layanannya..",3,0,2025-05-18 12:29:58
ZVX-GAMING- 34,"tampilan makin bagus,banyak diskon ongkir,sekarng bisa bayar pakai dana atau tiktok,mantaplah setip apdate",5,0,2025-05-18 12:25:17
Aldy Saputra,"ampas banget jadi seller tokped cairnya lama sampai sekarang belum cair"" juga padahal pesanan dari pembelinya udah di selesai tapi sampe sekarang belum juga cair tuh uangnya",1,1,2025-05-18 12:04:58
thoriq ziad,"aplikasi sih gak ada kendala, malah tetap jalan di kuota yang minim, hanya saja sekarang kok ongkir nya mencekik, jadi malas belanja online kalau gak butuh butuh amat",5,0,2025-05-18 12:04:26
Ani Hastianingrum,uenakkk..,5,0,2025-05-18 12:01:59
Reivan 2013,bagus,5,0,2025-05-18 12:01:00
rafi gunarto,cara hapus riwatyat chatnya ko susah ya,4,0,2025-05-18 11:44:14
TANTE IYAN,proses cepat,5,0,2025-05-18 11:26:25
Syalahudin Jusuf,bagus promosinya,5,0,2025-05-18 11:18:39
Suci Fatmawati,ini kenapa waktu pembelian produk eror terus,1,1,2025-05-18 11:15:43
Andatu 08,Dikit2 pembaruan... gak bisa kasih solusi. kecewa pokoknya,1,1,2025-05-18 11:05:47
Aldi Sunandar,pengiriman cepat barang mantap,5,0,2025-05-18 10:43:40
tony sutrisno,Akun log out sendiri mau masuk lagi sudah 2 hari gak bisa verifikasi gak muncul .....,1,1,2025-05-18 10:38:48
ABDULLAH SYUKUR,good,5,0,2025-05-18 10:30:26
husnun amalia,suka bgt ama aplikasi ini... dah lama saya pake... dan masih setia sampai sekarang,5,9,2025-05-18 10:28:46
Ridho Ardhana,"aplikasi jelek, Dateng nya lama dasar aplikasi miskin better lazada daripada ini",1,1,2025-05-18 10:15:58
Mukhtar Setiawan,makin pelit gratis ongkir kocak,1,2,2025-05-18 10:09:12
YT•BiCO SToRI,klau bole kasi discong dong buat pengiriman via gosen,5,0,2025-05-18 10:00:25
Soleh Hasan,AKUN SAYA TIDAK BISA PAKAI PROMO. BINTANG 1,1,1,2025-05-18 09:57:39
san jaya,"pdahal blanja minimal 5x dlm sbulan dngan variasi harga, 2x daftar langganan 6 bulan, pas tiap coba dftar tokped card selalu ditolak😞😒",5,0,2025-05-18 09:47:59
azra hazard,"update pengembalian barang sampai 3 hari ngk ada update, padahal paket sudah dikonfirmasi diterima sama penjual, ni tokped gimana sih",1,1,2025-05-18 09:46:35
ihat siti,makin lengkap,5,0,2025-05-18 09:33:23
Shanti Tirthani,pengiriman cepat,5,0,2025-05-18 09:31:41
bona ventur,Good,5,0,2025-05-18 09:12:43
nantoi80,sebagai seller jualan disini makin gak asik.,1,1,2025-05-18 09:09:40
Tukang Nyontek,barangya sesuai dengan deskripsi,5,0,2025-05-18 08:58:25
Marbuni chanel,"paket sameday tolong di sesuai dengan alamat otomatis (khusus paxel) , sebab kita pesan tidak sampai dengan alasan wilayah sedangkan jasa pengiriman lain sampai rumah dengan selamat. jika belum siap tolong jangan ikut dalam aplikasi karna sangat merugikan penjual dan pembeli",1,3,2025-05-18 08:55:05
ilham ganyonk,"makin kesini makin gk jelas banget tokopedia mending pindah ke sebelah, pelayananya sampahh banget gk direspon cuma dilayani bot gk jelas, sudah tau penjual gk merespon berhari hari mau cancel tetep aja dipersulit makin hari makin sampah tokopedia",1,3,2025-05-18 08:19:49
Riesta Risinduk,"kecewa bgt dg tokped.sudah tdk ada gratis ongkir,cara pembayaran di afamart jg tidak bisa dipake..tp promo dll tokped di hp kakak saya masih ada...MASUDNYAA APAA.. SENSI atau gimana dg sy..toh sy tidak hutang...",1,1,2025-05-18 08:05:58
serfis senapan angin 03,"update nya terakhir ini agak mengecewakan terutama pada opsi kurir pengiriman , apa lagi aku sering order barang besar biyasa pakai jne kargo kini gak bisa dirubah jadi monoton gak ada pilihan. mau gak mau pakai itu,dah cet ke toko pun sama aja , alhasil aku pindah ke aplikasi sebelah .. mohon di kembalikan kayak dulu lagi kenapa biyar mudah untuk opsi pengiriman nya, trimakasih 🙏🙏🙏",5,136,2025-05-18 07:56:16
Risky putra Sulistiyo,nice,5,0,2025-05-18 07:27:35
Casey,agak bingung pas bikin alamat,5,0,2025-05-18 06:25:33
Bos Ku,bagus,5,0,2025-05-18 06:16:29
Difa Rina,"Tokopedia card nya kurang efisien, sudah bayar tagihan, tapi masih ada tagihan. kurang sinkron sih. tolong diperjelas & diperbaiki lagi sistemnya",1,3,2025-05-18 03:01:05
Angkut Sampah030,bagus,5,0,2025-05-18 02:54:45
Dimas Purwanda Word,mohon maaf min. tolong untuk pengajuan komplain saya bisa di cek ulang. terhitung dari tgl 19 April 2025 hingga sekarang tanggal 18 Mei 2025 belum ada penyelesaian dari admin tokped. kronologi singkatnya saya kena penipuan dan sudah mengajukan pengembalian dan banding sesuai mekanisme yang ada. sudah banyak bukti yang saya dapatkan bahwasannya akun toko adamoutdor (tempat saya membeli barang) adalah akun penipu. tolong tindakannya supaya tidak ada korban lainnya min🙏🏼,3,0,2025-05-18 02:51:18
Enclose 003,makin parah aja potongan seller makin nginjak2 seller payah,1,1,2025-05-18 02:06:32
Pengguna Google,"terlalu rumit untuk mengembalikan dana terlalu berpihak ke penjual, tidak menyelidiki secara baik dan benar,udah jelas penjual penipu sehingga saya dan kurir kesulitan untuk mengembalikan barang karena penjual kasih alamat tidak lengkap",1,4,2025-05-18 01:36:46
Rudi utomo,bagus,5,0,2025-05-18 01:33:48
Mega Mustika,mau co tapi ga bisa² aneh banget,3,0,2025-05-18 00:34:23
Ricky Juliano,Bintang di turunin karena udh ga bisa lagi nyicil 12x pake gopaylater...,2,1,2025-05-18 00:19:25
