userName,review,score,thumbsUpCount,at,clean_review,content_normalized,content_tokenizing,content_filtering,content_stemming
Difa Rina,"Tokopedia card nya kurang efisien, sudah bayar tagihan, tapi masih ada tagihan. kurang sinkron sih. tolong diperjelas & diperbaiki lagi sistemnya",1,3,2025-05-18 03:01:05,tokopedia card nya kurang efisien sudah bayar tagihan tapi masih ada tagihan kurang sinkron sih tolong diperjelas  dipeaiki lagi sistemnya,tokopedia card nya kurang efisien sudah bayar tagihan tapi masih ada tagihan kurang sinkron sih tolong diperjelas dipeaiki lagi sistemnya,"['tokopedia', 'card', 'nya', 'kurang', 'efisien', 'sudah', 'bayar', 'tagihan', 'tapi', 'masih', 'ada', 'tagihan', 'kurang', 'sinkron', 'sih', 'tolong', 'diperjelas', 'dipeaiki', 'lagi', 'sistemnya']",tokopedia card nya efisien bayar tagihan tagihan sinkron sih tolong diperjelas dipeaiki sistemnya,tokopedia card nya efisien bayar tagih tagih sinkron sih tolong jelas dipeaiki sistem
Enclose 003,makin parah aja potongan seller makin nginjak2 seller payah,1,1,2025-05-18 02:06:32,makin parah aja potongan seller makin nginjak seller payah,makin parah saja potongan seller makin nginjak seller payah,"['makin', 'parah', 'saja', 'potongan', 'seller', 'makin', 'nginjak', 'seller', 'payah']",parah potongan seller nginjak seller payah,parah potong seller nginjak seller payah
Pengguna Google,"terlalu rumit untuk mengembalikan dana terlalu berpihak ke penjual, tidak menyelidiki secara baik dan benar,udah jelas penjual penipu sehingga saya dan kurir kesulitan untuk mengembalikan barang karena penjual kasih alamat tidak lengkap",1,4,2025-05-18 01:36:46,terlalu rumit untuk mengembalikan dana terlalu berpihak ke penjual tidak menyelidiki secara baik dan benarudah jelas penjual penipu sehingga saya dan kurir kesulitan untuk mengembalikan barang karena penjual kasih alamat tidak lengkap,terlalu rumit untuk mengembalikan dana terlalu berpihak ke penjual tidak menyelidiki secara baik dan benarudah jelas penjual penipu sehingga saya dan kurir kesulitan untuk mengembalikan barang karena penjual kasih alamat tidak lengkap,"['terlalu', 'rumit', 'untuk', 'mengembalikan', 'dana', 'terlalu', 'berpihak', 'ke', 'penjual', 'tidak', 'menyelidiki', 'secara', 'baik', 'dan', 'benarudah', 'jelas', 'penjual', 'penipu', 'sehingga', 'saya', 'dan', 'kurir', 'kesulitan', 'untuk', 'mengembalikan', 'barang', 'karena', 'penjual', 'kasih', 'alamat', 'tidak', 'lengkap']",rumit mengembalikan dana berpihak penjual menyelidiki benarudah penjual penipu kurir kesulitan mengembalikan barang penjual kasih alamat lengkap,rumit kembali dana pihak jual selidik benarudah jual tipu kurir sulit kembali barang jual kasih alamat lengkap
Ricky Juliano,Bintang di turunin karena udh ga bisa lagi nyicil 12x pake gopaylater...,2,1,2025-05-18 00:19:25,bintang di turunin karena udh ga bisa lagi nyicil x pake gopaylater,bintang di turunin karena udh tidak bisa lagi nyicil x pake gopaylater,"['bintang', 'di', 'turunin', 'karena', 'udh', 'tidak', 'bisa', 'lagi', 'nyicil', 'x', 'pake', 'gopaylater']",bintang turunin udh nyicil x pake gopaylater,bintang turunin udh nyicil x pake gopaylater
Bintang botol plastik,sekarang ketentuan dana masuk 6 hari ya lama banget.setelah digabung ke tiktok.sedikit masukan aja.hasil penjualan jika boleh seperti dulu.lebih cepat masuk ke saldo toko y.semenjak di gabungkan tokonya Sekarang dana masuk ke saldo lama tidak seperti dulu.biasanya setelah barang sampai 2 hari paling lama 3 hari dana akan masuk automatis.Sekarang menurut kami seperti y lama 6-7 hari dana baru masuk.jadi kurang semangat jualanya.karna perputaranya jadi lambat.,2,4,2025-05-17 23:58:51,sekarang ketentuan dana masuk   ya lama bangetsetelah digabung ke tiktoksedikit masukan ajahasil penjualan jika boleh seperti dululebih cepat masuk ke saldo toko ysemenjak di gabungkan tokonya sekarang dana masuk ke saldo lama tidak seperti dulubiasanya setelah barang sampai   paling lama   dana akan masuk automatissekarang menurut kami seperti y lama -  dana baru masukjadi kurang semangat jualanyakarna perputaranya jadi lambat,sekarang ketentuan dana masuk ya lama bangetsetelah digabung ke tiktoksedikit masukan ajahasil penjualan jika boleh seperti dululebih cepat masuk ke saldo toko ysemenjak di gabungkan tokonya sekarang dana masuk ke saldo lama tidak seperti dulubiasanya setelah barang sampai paling lama dana akan masuk automatissekarang menurut kami seperti y lama - dana baru masukjadi kurang semangat jualanyakarna perputaranya jadi lambat,"['sekarang', 'ketentuan', 'dana', 'masuk', 'ya', 'lama', 'bangetsetelah', 'digabung', 'ke', 'tiktoksedikit', 'masukan', 'ajahasil', 'penjualan', 'jika', 'boleh', 'seperti', 'dululebih', 'cepat', 'masuk', 'ke', 'saldo', 'toko', 'ysemenjak', 'di', 'gabungkan', 'tokonya', 'sekarang', 'dana', 'masuk', 'ke', 'saldo', 'lama', 'tidak', 'seperti', 'dulubiasanya', 'setelah', 'barang', 'sampai', 'paling', 'lama', 'dana', 'akan', 'masuk', 'automatissekarang', 'menurut', 'kami', 'seperti', 'y', 'lama', '-', 'dana', 'baru', 'masukjadi', 'kurang', 'semangat', 'jualanyakarna', 'perputaranya', 'jadi', 'lambat']",ketentuan dana masuk ya bangetsetelah digabung tiktoksedikit masukan ajahasil penjualan dululebih cepat masuk saldo toko ysemenjak gabungkan tokonya dana masuk saldo dulubiasanya barang dana masuk automatissekarang y - dana masukjadi semangat jualanyakarna perputaranya lambat,tentu dana masuk ya bangetsetelah gabung tiktoksedikit masuk ajahasil jual dululebih cepat masuk saldo toko ysemenjak gabung toko dana masuk saldo dulubiasanya barang dana masuk automatissekarang y - dana masukjadi semangat jualanyakarna perputaranya lambat
Tendi Supriadi,aplikasi banyak penjual penipunya wkk,1,1,2025-05-17 23:49:35,aplikasi banyak penjual penipunya wkk,aplikasi banyak penjual penipunya wkk,"['aplikasi', 'banyak', 'penjual', 'penipunya', 'wkk']",aplikasi penjual penipunya wkk,aplikasi jual tipu wkk
Sultan Algs,lama banget dateng nya padahal udahan tertulis tanggal 15-16 tapi sampai sekarang belum datang datang,1,1,2025-05-17 23:45:30,lama banget dateng nya padahal udahan tertulis tanggal - tapi sampai sekarang belum datang datang,lama banget dateng nya padahal udahan tertulis tanggal - tapi sampai sekarang belum datang datang,"['lama', 'banget', 'dateng', 'nya', 'padahal', 'udahan', 'tertulis', 'tanggal', '-', 'tapi', 'sampai', 'sekarang', 'belum', 'datang', 'datang']",banget dateng nya udahan tertulis tanggal -,banget dateng nya udahan tulis tanggal -
Fazar Hdp,saya di tipu dana saya tiba langsung tansaksi sendiri di Tokopedia 200ribuh hilang uang saya dan transaksi nya tidak di tunjukkan sama toko pedia,1,1,2025-05-17 23:04:10,saya di tipu dana saya tiba langsung tansaksi sendiri di tokopedia h hilang uang saya dan transaksi nya tidak di tunjukkan sama toko pedia,saya di tipu dana saya tiba langsung tansaksi sendiri di tokopedia h hilang uang saya dan transaksi nya tidak di tunjukkan sama toko pedia,"['saya', 'di', 'tipu', 'dana', 'saya', 'tiba', 'langsung', 'tansaksi', 'sendiri', 'di', 'tokopedia', 'h', 'hilang', 'uang', 'saya', 'dan', 'transaksi', 'nya', 'tidak', 'di', 'tunjukkan', 'sama', 'toko', 'pedia']",tipu dana langsung tansaksi tokopedia h hilang uang transaksi nya tunjukkan toko pedia,tipu dana langsung tansaksi tokopedia h hilang uang transaksi nya tunjuk toko dia
Cr22 Com,"penyelesaian transaksi otomatis lama sekali. kasihan untuk pedagang yg butuh perputaran uang cepat. dari yg tadinya 2 hari menjadi 6 hari. 3x lipat lebih lama dari yg sebelum nya. belum lagi kalau expedisi pengiriman nya lama, total dapat pencarian nya 10 hari. padahal pedagang kalau beli modal langsung bayar cash tidak tempo 10 hari",1,1,2025-05-17 22:15:53,penyelesaian transaksi otomatis lama sekali kasihan untuk pedagang yg butuh perputaran uang cepat dari yg tadinya   menjadi   x lipat lebih lama dari yg sebelum nya belum lagi kalau expedisi pengiriman nya lama total dapat pencarian nya   padahal pedagang kalau beli modal langsung bayar cash tidak tempo,penyelesaian transaksi otomatis lama sekali kasihan untuk pedagang yg butuh perputaran uang cepat dari yg tadinya menjadi x lipat lebih lama dari yg sebelum nya belum lagi kalau expedisi pengiriman nya lama total dapat pencarian nya padahal pedagang kalau beli modal langsung bayar cash tidak tempo,"['penyelesaian', 'transaksi', 'otomatis', 'lama', 'sekali', 'kasihan', 'untuk', 'pedagang', 'yg', 'butuh', 'perputaran', 'uang', 'cepat', 'dari', 'yg', 'tadinya', 'menjadi', 'x', 'lipat', 'lebih', 'lama', 'dari', 'yg', 'sebelum', 'nya', 'belum', 'lagi', 'kalau', 'expedisi', 'pengiriman', 'nya', 'lama', 'total', 'dapat', 'pencarian', 'nya', 'padahal', 'pedagang', 'kalau', 'beli', 'modal', 'langsung', 'bayar', 'cash', 'tidak', 'tempo']",penyelesaian transaksi otomatis kasihan pedagang yg butuh perputaran uang cepat yg x lipat yg nya expedisi pengiriman nya total pencarian nya pedagang beli modal langsung bayar cash tempo,selesai transaksi otomatis kasihan dagang yg butuh putar uang cepat yg x lipat yg nya expedisi kirim nya total cari nya dagang beli modal langsung bayar cash tempo
Nova Pasha,"aplikasi taikk makin lama makin gak jelas , selamat tinggal pindah ke oren",1,1,2025-05-17 22:15:34,aplikasi taikk makin lama makin gak jelas  selamat tinggal pindah ke oren,aplikasi taikk makin lama makin tidak jelas selamat tinggal pindah ke oren,"['aplikasi', 'taikk', 'makin', 'lama', 'makin', 'tidak', 'jelas', 'selamat', 'tinggal', 'pindah', 'ke', 'oren']",aplikasi taikk selamat tinggal pindah oren,aplikasi taikk selamat tinggal pindah oren
coca cola,aneh akun terjadi pelanggaran tanpa diketahui,1,1,2025-05-17 21:34:48,aneh akun terjadi pelanggaran tanpa diketahui,aneh akun terjadi pelanggaran tanpa diketahui,"['aneh', 'akun', 'terjadi', 'pelanggaran', 'tanpa', 'diketahui']",aneh akun pelanggaran,aneh akun langgar
Girang Nirwana,aku lebih suka tampilan yang duluu.. kolom transaksinya bisa dilihat 1 kali pencet aja lewat bar yg dibawah itu. skrg malah kaya apk belanja oren. jelek ah,4,2,2025-05-17 20:54:09,aku lebih suka tampilan yang duluu kolom transaksinya bisa dilihat  kali pencet aja lewat bar yg dibawah itu skrg malah kaya apk belanja oren jelek ah,aku lebih suka tampilan yang duluu kolom transaksinya bisa dilihat kali pencet saja lewat bar yg dibawah itu skrg malah kaya apk belanja oren jelek ah,"['aku', 'lebih', 'suka', 'tampilan', 'yang', 'duluu', 'kolom', 'transaksinya', 'bisa', 'dilihat', 'kali', 'pencet', 'saja', 'lewat', 'bar', 'yg', 'dibawah', 'itu', 'skrg', 'malah', 'kaya', 'apk', 'belanja', 'oren', 'jelek', 'ah']",suka tampilan duluu kolom transaksinya kali pencet bar yg dibawah skrg kaya apk belanja oren jelek ah,suka tampil duluu kolom transaksi kali pencet bar yg bawah skrg kaya apk belanja oren jelek ah
Robi Kristanto,"untuk pembelian barang rata"" sesuai dengan pesanan, tetapi untuk komplain barang ke seler konsumen sering kesulitan tidak kayak toko orange sehingga merugikan konsumen apabila barang rusak/tidak berfungsi",1,2,2025-05-17 20:21:42,untuk pembelian barang rata sesuai dengan pesanan tetapi untuk komplain barang ke seler konsumen sering kesulitan tidak kayak toko orange sehingga merugikan konsumen apabila barang  berfungsi,untuk pembelian barang rata sesuai dengan pesanan tetapi untuk komplain barang ke seler konsumen sering kesulitan tidak kayak toko orange sehingga merugikan konsumen apabila barang berfungsi,"['untuk', 'pembelian', 'barang', 'rata', 'sesuai', 'dengan', 'pesanan', 'tetapi', 'untuk', 'komplain', 'barang', 'ke', 'seler', 'konsumen', 'sering', 'kesulitan', 'tidak', 'kayak', 'toko', 'orange', 'sehingga', 'merugikan', 'konsumen', 'apabila', 'barang', 'berfungsi']",pembelian barang sesuai pesanan komplain barang seler konsumen kesulitan kayak toko orange merugikan konsumen barang berfungsi,beli barang sesuai pesan komplain barang seler konsumen sulit kayak toko orange rugi konsumen barang fungsi
Kevin,"Makin lama makin menyusahkan, histori pembelian pelanggan bisa tiba tiba berganti dan hilang, saya biasa isi pln di Tokopedia dengan nomor pelanggan yang sama namun semakin lama saya rasa sistem penyimpanan data Tokopedia makin bobrok. Saya sudah percaya Toped tapi ternyata data historisnya salah sehingga saya membeli dengan nomor pelanggan yang berbeda alhasil hanggus tu token pln gak bisa saya apa apakan karena nomor pelanggan beda akibat Tokopedia tidak konsisten dengan data.",1,25,2025-05-17 19:29:06,makin lama makin menyusahkan histori pembelian pelanggan bisa tiba tiba berganti dan hilang saya biasa isi pln di tokopedia dengan nomor pelanggan yang sama namun semakin lama saya rasa sistem penyimpanan data tokopedia makin bobrok saya sudah percaya toped tapi ternyata data historisnya salah sehingga saya membeli dengan nomor pelanggan yang beeda alhasil hanggus tu token pln gak bisa saya apa apakan karena nomor pelanggan beda akibat tokopedia tidak konsisten dengan data,makin lama makin menyusahkan histori pembelian pelanggan bisa tiba tiba berganti dan hilang saya biasa isi pln di tokopedia dengan nomor pelanggan yang sama namun semakin lama saya rasa sistem penyimpanan data tokopedia makin bobrok saya sudah percaya toped tapi ternyata data historisnya salah sehingga saya membeli dengan nomor pelanggan yang beeda alhasil hanggus tu token pln tidak bisa saya apa apakan karena nomor pelanggan beda akibat tokopedia tidak konsisten dengan data,"['makin', 'lama', 'makin', 'menyusahkan', 'histori', 'pembelian', 'pelanggan', 'bisa', 'tiba', 'tiba', 'berganti', 'dan', 'hilang', 'saya', 'biasa', 'isi', 'pln', 'di', 'tokopedia', 'dengan', 'nomor', 'pelanggan', 'yang', 'sama', 'namun', 'semakin', 'lama', 'saya', 'rasa', 'sistem', 'penyimpanan', 'data', 'tokopedia', 'makin', 'bobrok', 'saya', 'sudah', 'percaya', 'toped', 'tapi', 'ternyata', 'data', 'historisnya', 'salah', 'sehingga', 'saya', 'membeli', 'dengan', 'nomor', 'pelanggan', 'yang', 'beeda', 'alhasil', 'hanggus', 'tu', 'token', 'pln', 'tidak', 'bisa', 'saya', 'apa', 'apakan', 'karena', 'nomor', 'pelanggan', 'beda', 'akibat', 'tokopedia', 'tidak', 'konsisten', 'dengan', 'data']",menyusahkan histori pembelian pelanggan berganti hilang isi pln tokopedia nomor pelanggan sistem penyimpanan data tokopedia bobrok percaya toped data historisnya salah membeli nomor pelanggan beeda alhasil hanggus tu token pln apakan nomor pelanggan beda akibat tokopedia konsisten data,susah histori beli langgan ganti hilang isi pln tokopedia nomor langgan sistem simpan data tokopedia bobrok percaya toped data historis salah beli nomor langgan beeda alhasil hanggus tu token pln apa nomor langgan beda akibat tokopedia konsisten data
Dimas Sanjaya,coba tolong dong pusat resolusi atau diskusi diperjelas masa investigasi barang hampir 2 Minggu ga ada kejelasan kapan selesainya disuruh chat CFS sampai 2 hari gadi bales gangerti lagi dah di balikin apa engga itu dana refund nya,2,1,2025-05-17 19:17:11,coba tolong dong pusat resolusi atau diskusi diperjelas masa investigasi barang hampir  minggu ga ada kejelasan kapan selesainya disuruh chat cfs sampai   gadi bales gangerti lagi dah di balikin apa engga itu dana refund nya,coba tolong dong pusat resolusi atau diskusi diperjelas masa investigasi barang hampir minggu tidak ada kejelasan kapan selesainya disuruh chat cfs sampai gadi bales gangerti lagi sudah di balikin apa engga itu dana refund nya,"['coba', 'tolong', 'dong', 'pusat', 'resolusi', 'atau', 'diskusi', 'diperjelas', 'masa', 'investigasi', 'barang', 'hampir', 'minggu', 'tidak', 'ada', 'kejelasan', 'kapan', 'selesainya', 'disuruh', 'chat', 'cfs', 'sampai', 'gadi', 'bales', 'gangerti', 'lagi', 'sudah', 'di', 'balikin', 'apa', 'engga', 'itu', 'dana', 'refund', 'nya']",coba tolong pusat resolusi diskusi diperjelas investigasi barang minggu kejelasan selesainya disuruh chat cfs gadi bales gangerti balikin engga dana refund nya,coba tolong pusat resolusi diskusi jelas investigasi barang minggu jelas selesai suruh chat cfs gadi bales gangerti balikin engga dana refund nya
cahaya komputer,pelit promo sekarang,3,1,2025-05-17 18:47:52,pelit promo sekarang,pelit promo sekarang,"['pelit', 'promo', 'sekarang']",pelit promo,pelit promo
NGAJI ONLINE,saya beli barang di tokped ketipu sudah ajukan komplen.. dan nilai harganya cukup lumayan.. tanggapan dari aplikasi tidak sangat memuaskan.. ditambah lagi tanggapan dari pihak kurir pengiriman sepihak tidak menanggapi komplen saya.. seolah-olah melindungi penjual.. yang nyatanya melakukan penipuan.. sangat mengecewakan...,1,99,2025-05-17 17:33:50,saya beli barang di tokped ketipu sudah ajukan komplen dan nilai harganya cukup lumayan tanggapan dari aplikasi tidak sangat memuaskan ditambah lagi tanggapan dari pihak kurir pengiriman sepihak tidak menanggapi komplen saya seolah-olah melindungi penjual yang nyatanya melakukan penipuan sangat mengecewakan,saya beli barang di tokped ketipu sudah ajukan komplen dan nilai harganya cukup lumayan tanggapan dari aplikasi tidak sangat memuaskan ditambah lagi tanggapan dari pihak kurir pengiriman sepihak tidak menanggapi komplen saya seolah-olah melindungi penjual yang nyatanya melakukan penipuan sangat mengecewakan,"['saya', 'beli', 'barang', 'di', 'tokped', 'ketipu', 'sudah', 'ajukan', 'komplen', 'dan', 'nilai', 'harganya', 'cukup', 'lumayan', 'tanggapan', 'dari', 'aplikasi', 'tidak', 'sangat', 'memuaskan', 'ditambah', 'lagi', 'tanggapan', 'dari', 'pihak', 'kurir', 'pengiriman', 'sepihak', 'tidak', 'menanggapi', 'komplen', 'saya', 'seolah-olah', 'melindungi', 'penjual', 'yang', 'nyatanya', 'melakukan', 'penipuan', 'sangat', 'mengecewakan']",beli barang tokped ketipu ajukan komplen nilai harganya lumayan tanggapan aplikasi memuaskan ditambah tanggapan kurir pengiriman menanggapi komplen melindungi penjual penipuan mengecewakan,beli barang tokped tipu aju komplen nilai harga lumayan tanggap aplikasi muas tambah tanggap kurir kirim tanggap komplen lindung jual tipu kecewa
RIKIGINANJARE VLOG,Di shopee ketika gratis ongkir 0 rupiah pembeli bisa memilih jasa expedisi pengirimannya. namun di tokopedia ketika gratis ongkir tidak bisa memiliki jasa expedisi nya sehingga pembeli tidak tahu barang akan dikirim pakai jasa expedisi apa.. saya ingin memakai gratis ongkir di tokopedia namun ingin memilih jasa expedisi J&T karena sangat cepat dan menghindari JNE karena sangat lama. namun belum ada fitur pilih jasa kirim saat pakai gratis ongkir nya,1,14,2025-05-17 16:57:02,di shopee ketika gratis ongkir  rupiah pembeli bisa memilih jasa expedisi pengirimannya namun di tokopedia ketika gratis ongkir tidak bisa memiliki jasa expedisi nya sehingga pembeli tidak tahu barang akan dikirim pakai jasa expedisi apa saya ingin memakai gratis ongkir di tokopedia namun ingin memilih jasa expedisi jt karena sangat cepat dan menghindari jne karena sangat lama namun belum ada fitur pilih jasa kirim saat pakai gratis ongkir nya,di shopee ketika gratis ongkir rupiah pembeli bisa memilih jasa expedisi pengirimannya namun di tokopedia ketika gratis ongkir tidak bisa memiliki jasa expedisi nya sehingga pembeli tidak tahu barang akan dikirim pakai jasa expedisi apa saya ingin memakai gratis ongkir di tokopedia namun ingin memilih jasa expedisi jt karena sangat cepat dan menghindari jne karena sangat lama namun belum ada fitur pilih jasa kirim saat pakai gratis ongkir nya,"['di', 'shopee', 'ketika', 'gratis', 'ongkir', 'rupiah', 'pembeli', 'bisa', 'memilih', 'jasa', 'expedisi', 'pengirimannya', 'namun', 'di', 'tokopedia', 'ketika', 'gratis', 'ongkir', 'tidak', 'bisa', 'memiliki', 'jasa', 'expedisi', 'nya', 'sehingga', 'pembeli', 'tidak', 'tahu', 'barang', 'akan', 'dikirim', 'pakai', 'jasa', 'expedisi', 'apa', 'saya', 'ingin', 'memakai', 'gratis', 'ongkir', 'di', 'tokopedia', 'namun', 'ingin', 'memilih', 'jasa', 'expedisi', 'jt', 'karena', 'sangat', 'cepat', 'dan', 'menghindari', 'jne', 'karena', 'sangat', 'lama', 'namun', 'belum', 'ada', 'fitur', 'pilih', 'jasa', 'kirim', 'saat', 'pakai', 'gratis', 'ongkir', 'nya']",shopee gratis ongkir rupiah pembeli memilih jasa expedisi pengirimannya tokopedia gratis ongkir memiliki jasa expedisi nya pembeli barang dikirim pakai jasa expedisi memakai gratis ongkir tokopedia memilih jasa expedisi jt cepat menghindari jne fitur pilih jasa kirim pakai gratis ongkir nya,shopee gratis ongkir rupiah beli pilih jasa expedisi kirim tokopedia gratis ongkir milik jasa expedisi nya beli barang kirim pakai jasa expedisi pakai gratis ongkir tokopedia pilih jasa expedisi jt cepat hindar jne fitur pilih jasa kirim pakai gratis ongkir nya
Iwan Zuma,"Erorr muluu, udh pake versi terupdate tp ms donlot progres, donlot progres ajeee, payah,, kalah jauh sm yg lain.",2,2,2025-05-17 16:38:53,erorr muluu udh pake versi terupdate tp ms donlot progres donlot progres ajeee payah kalah jauh sm yg lain,erorr muluu udh pake versi terupdate tapi ms donlot progres donlot progres ajeee payah kalah jauh sama yg lain,"['erorr', 'muluu', 'udh', 'pake', 'versi', 'terupdate', 'tapi', 'ms', 'donlot', 'progres', 'donlot', 'progres', 'ajeee', 'payah', 'kalah', 'jauh', 'sama', 'yg', 'lain']",erorr muluu udh pake versi terupdate ms donlot progres donlot progres ajeee payah kalah yg,erorr muluu udh pake versi terupdate ms donlot progres donlot progres ajeee payah kalah yg
Hidayatullah,"Pembayaran cepat, cuman masih terlalu berat di banding toko sebelah sj jeruk",4,4,2025-05-17 16:19:24,pembayaran cepat cuman masih terlalu berat di banding toko sebelah sj jeruk,pembayaran cepat cuman masih terlalu berat di banding toko sebelah sj jeruk,"['pembayaran', 'cepat', 'cuman', 'masih', 'terlalu', 'berat', 'di', 'banding', 'toko', 'sebelah', 'sj', 'jeruk']",pembayaran cepat cuman berat banding toko sebelah sj jeruk,bayar cepat cuman berat banding toko belah sj jeruk
Julian,gak kaya dulu banyak promo,1,1,2025-05-17 15:39:30,gak kaya dulu banyak promo,tidak kaya dulu banyak promo,"['tidak', 'kaya', 'dulu', 'banyak', 'promo']",kaya promo,kaya promo
Hendera Zhang,"makin kesini tokopedia makin jelek. payah.. cs toped tidak memberikan solusi, responnya bisa berjam².. refund karena gagal beli gk kunjung diterima sudah 1 bulan+. hari ini tgl 15 mei masih gk ad kejelasan pengembalian dana. cek aj terus hari ini tgl 17 mei masih proses analisa ntah sampai kapan, feedback template gk ada SOP, gk bisa kasih estimasi analisa sampai kapan",1,2,2025-05-17 15:38:31,makin kesini tokopedia makin jelek payah cs toped tidak memberikan solusi responnya bisa ber² refund karena gagal beli gk kunjung diterima sudah  bulan  ini tgl  mei masih gk ad kejelasan pengembalian dana cek aj terus  ini tgl  mei masih proses analisa ntah sampai kapan feedback template gk ada sop gk bisa kasih estimasi analisa sampai kapan,makin kesini tokopedia makin jelek payah cs toped tidak memberikan solusi responnya bisa ber² refund karena gagal beli tidak kunjung diterima sudah bulan ini tgl mei masih tidak ad kejelasan pengembalian dana cek aj terus ini tgl mei masih proses analisa ntah sampai kapan feedback template tidak ada sop tidak bisa kasih estimasi analisa sampai kapan,"['makin', 'kesini', 'tokopedia', 'makin', 'jelek', 'payah', 'cs', 'toped', 'tidak', 'memberikan', 'solusi', 'responnya', 'bisa', 'ber²', 'refund', 'karena', 'gagal', 'beli', 'tidak', 'kunjung', 'diterima', 'sudah', 'bulan', 'ini', 'tgl', 'mei', 'masih', 'tidak', 'ad', 'kejelasan', 'pengembalian', 'dana', 'cek', 'aj', 'terus', 'ini', 'tgl', 'mei', 'masih', 'proses', 'analisa', 'ntah', 'sampai', 'kapan', 'feedback', 'template', 'tidak', 'ada', 'sop', 'tidak', 'bisa', 'kasih', 'estimasi', 'analisa', 'sampai', 'kapan']",kesini tokopedia jelek payah cs toped solusi responnya ber² refund gagal beli kunjung diterima tgl mei ad kejelasan pengembalian dana cek aj tgl mei proses analisa ntah feedback template sop kasih estimasi analisa,kesini tokopedia jelek payah cs toped solusi responnya ber refund gagal beli kunjung terima tgl mei ad jelas kembali dana cek aj tgl mei proses analisa ntah feedback template sop kasih estimasi analisa
Voice Violis,"harusnya ditambahin fitur GPS,jadi bisa cek barang/pesanan sudah sampai mana.kalo gak ada sistem ini jadi gampang ketibu,bilangnya sudah di kirim tapi sudah 4 hari gak datang datang.tautau statusnya sudah di terima",3,1,2025-05-17 15:36:37,harusnya ditambahin fitur gpsjadi bisa cek  sudah sampai manakalo gak ada sistem ini jadi gampang ketibubilangnya sudah di kirim tapi sudah   gak datang datangtautau statusnya sudah di terima,harusnya ditambahin fitur gpsjadi bisa cek sudah sampai manakalo tidak ada sistem ini jadi gampang ketibubilangnya sudah di kirim tapi sudah tidak datang datangtautau statusnya sudah di terima,"['harusnya', 'ditambahin', 'fitur', 'gpsjadi', 'bisa', 'cek', 'sudah', 'sampai', 'manakalo', 'tidak', 'ada', 'sistem', 'ini', 'jadi', 'gampang', 'ketibubilangnya', 'sudah', 'di', 'kirim', 'tapi', 'sudah', 'tidak', 'datang', 'datangtautau', 'statusnya', 'sudah', 'di', 'terima']",ditambahin fitur gpsjadi cek manakalo sistem gampang ketibubilangnya kirim datangtautau statusnya terima,ditambahin fitur gpsjadi cek manakalo sistem gampang ketibubilangnya kirim datangtautau status terima
sutiyo Pranoto,"sangat buruk , proses lama sekali ,",1,1,2025-05-17 15:35:22,sangat buruk  proses lama sekali,sangat buruk proses lama sekali,"['sangat', 'buruk', 'proses', 'lama', 'sekali']",buruk proses,buruk proses
Anthony Santo,"curang ini aplikasi, seharusnya pas komplain kalo orangnya gk jawab, kasih satu hari aja, jangan dua hari kalo gk dijawab, saya butuh uang kembali kalo ada masalah barang. ini dianggap aplikasi curang kepada pembeli daripada penjual.",3,4,2025-05-17 15:17:58,curang ini aplikasi seharusnya pas komplain kalo orangnya gk jawab kasih satu  aja jangan dua  kalo gk dijawab saya butuh uang kembali kalo ada masalah barang ini dianggap aplikasi curang kepada pembeli daripada penjual,curang ini aplikasi seharusnya pas komplain kalau orangnya tidak jawab kasih satu saja jangan dua kalau tidak dijawab saya butuh uang kembali kalau ada masalah barang ini dianggap aplikasi curang kepada pembeli daripada penjual,"['curang', 'ini', 'aplikasi', 'seharusnya', 'pas', 'komplain', 'kalau', 'orangnya', 'tidak', 'jawab', 'kasih', 'satu', 'saja', 'jangan', 'dua', 'kalau', 'tidak', 'dijawab', 'saya', 'butuh', 'uang', 'kembali', 'kalau', 'ada', 'masalah', 'barang', 'ini', 'dianggap', 'aplikasi', 'curang', 'kepada', 'pembeli', 'daripada', 'penjual']",curang aplikasi pas komplain orangnya kasih butuh uang barang dianggap aplikasi curang pembeli penjual,curang aplikasi pas komplain orang kasih butuh uang barang anggap aplikasi curang beli jual
jalal toha,ID EXPRESSS.... Expedisi ga jelass!!!!,1,1,2025-05-17 15:11:26,id expresss expedisi ga jelass,id expresss expedisi tidak jelass,"['id', 'expresss', 'expedisi', 'tidak', 'jelass']",id expresss expedisi jelass,id expresss expedisi jelass
Randi Gustiranda,mempersulit diri sendiri dan orang lain,1,1,2025-05-17 14:54:58,mempersulit diri sendiri dan orang lain,mempersulit diri sendiri dan orang lain,"['mempersulit', 'diri', 'sendiri', 'dan', 'orang', 'lain']",mempersulit orang,sulit orang
